,0GtC,,,1280GtC,,,2560GtC,,,3840GtC,,,5120GtC,,
Year (AD),SAT (°C),Emissions (GtC/yr),pCO2 (ppm),SAT (°C),Emissions (GtC/yr),pCO2 (ppm),SAT (°C),Emissions (GtC/yr),pCO2 (ppm),SAT (°C),Emissions (GtC/yr),pCO2 (ppm),SAT (°C),Emissions (GtC/yr),pCO2 (ppm)
1947.5,13.595,2.280,309.560,13.595,2.280,309.560,13.595,2.280,309.560,13.596,2.280,309.570,13.595,2.280,309.560
1948.5,13.607,2.367,310.071,13.607,2.367,310.071,13.607,2.367,310.071,13.607,2.367,310.082,13.607,2.367,310.071
1949.5,13.621,2.374,310.594,13.621,2.374,310.594,13.621,2.374,310.594,13.618,2.374,310.609,13.621,2.374,310.594
1950.5,13.624,2.580,311.135,13.624,2.580,311.135,13.624,2.580,311.135,13.623,2.580,311.152,13.624,2.580,311.135
1951.5,13.625,2.886,311.757,13.625,2.886,311.757,13.625,2.886,311.757,13.625,2.886,311.776,13.625,2.886,311.757
1952.5,13.625,3.002,312.422,13.625,3.002,312.422,13.625,3.002,312.422,13.626,3.002,312.442,13.625,3.002,312.422
1953.5,13.627,3.056,313.077,13.627,3.056,313.077,13.627,3.056,313.077,13.627,3.056,313.097,13.627,3.056,313.077
1954.5,13.627,3.147,313.719,13.627,3.147,313.719,13.627,3.147,313.719,13.628,3.147,313.741,13.627,3.147,313.719
1955.5,13.635,3.349,314.405,13.635,3.349,314.405,13.635,3.349,314.405,13.634,3.349,314.430,13.635,3.349,314.405
1956.5,13.640,3.536,315.163,13.640,3.536,315.163,13.640,3.536,315.163,13.642,3.536,315.191,13.640,3.536,315.163
1957.5,13.661,3.660,315.994,13.661,3.660,315.994,13.661,3.660,315.994,13.661,3.660,316.026,13.661,3.660,315.994
1958.5,13.676,3.743,316.896,13.676,3.743,316.896,13.676,3.743,316.896,13.676,3.743,316.927,13.676,3.743,316.896
1959.5,13.689,3.790,317.802,13.689,3.790,317.802,13.689,3.790,317.802,13.688,3.790,317.834,13.689,3.790,317.802
1960.5,13.703,3.882,318.693,13.703,3.882,318.693,13.703,3.882,318.693,13.693,3.882,318.720,13.703,3.882,318.693
1961.5,13.709,4.003,319.590,13.709,4.003,319.590,13.709,4.003,319.590,13.699,4.003,319.605,13.709,4.003,319.590
1962.5,13.710,4.130,320.483,13.710,4.130,320.483,13.710,4.130,320.483,13.700,4.130,320.480,13.710,4.130,320.483
1963.5,13.671,4.294,321.308,13.671,4.294,321.308,13.671,4.294,321.308,13.662,4.294,321.289,13.671,4.294,321.308
1964.5,13.602,4.475,321.844,13.602,4.475,321.844,13.602,4.475,321.844,13.592,4.475,321.811,13.602,4.475,321.844
1965.5,13.605,4.641,322.370,13.605,4.641,322.370,13.605,4.641,322.370,13.591,4.641,322.322,13.605,4.641,322.370
1966.5,13.644,4.823,323.161,13.644,4.823,323.161,13.644,4.823,323.161,13.632,4.823,323.098,13.644,4.823,323.161
1967.5,13.677,4.953,324.183,13.677,4.953,324.183,13.677,4.953,324.183,13.667,4.953,324.113,13.677,4.953,324.183
1968.5,13.704,5.138,325.352,13.704,5.138,325.352,13.704,5.138,325.352,13.698,5.138,325.280,13.704,5.138,325.352
1969.5,13.728,5.362,326.626,13.728,5.362,326.626,13.728,5.362,326.626,13.727,5.362,326.563,13.728,5.362,326.626
1970.5,13.745,5.584,327.988,13.745,5.584,327.988,13.745,5.584,327.988,13.752,5.584,327.942,13.745,5.584,327.988
1971.5,13.758,5.658,329.359,13.758,5.658,329.359,13.758,5.658,329.359,13.767,5.658,329.338,13.758,5.658,329.359
1972.5,13.773,5.795,330.711,13.773,5.795,330.711,13.773,5.795,330.711,13.778,5.795,330.714,13.773,5.795,330.711
1973.5,13.785,6.017,332.100,13.785,6.017,332.100,13.785,6.017,332.100,13.787,6.017,332.116,13.785,6.017,332.100
1974.5,13.794,6.059,333.486,13.794,6.059,333.486,13.794,6.059,333.486,13.796,6.059,333.507,13.794,6.059,333.486
1975.5,13.773,6.095,334.758,13.773,6.095,334.758,13.773,6.095,334.758,13.772,6.095,334.781,13.773,6.095,334.758
1976.5,13.768,6.421,335.922,13.768,6.421,335.922,13.768,6.421,335.922,13.768,6.421,335.945,13.768,6.421,335.922
1977.5,13.795,6.613,337.259,13.795,6.613,337.259,13.795,6.613,337.259,13.788,6.613,337.280,13.795,6.613,337.259
1978.5,13.822,6.720,338.722,13.822,6.720,338.722,13.822,6.720,338.722,13.819,6.720,338.738,13.822,6.720,338.722
1979.5,13.851,6.948,340.314,13.851,6.948,340.314,13.851,6.948,340.314,13.848,6.948,340.328,13.851,6.948,340.314
1980.5,13.880,6.908,341.966,13.880,6.908,341.966,13.880,6.908,341.966,13.875,6.908,341.976,13.880,6.908,341.966
1981.5,13.906,6.865,343.573,13.906,6.865,343.573,13.906,6.865,343.573,13.901,6.865,343.577,13.906,6.865,343.573
1982.5,13.880,6.989,345.106,13.880,6.989,345.106,13.880,6.989,345.106,13.874,6.989,345.104,13.880,6.989,345.106
1983.5,13.777,7.074,346.150,13.777,7.074,346.150,13.777,7.074,346.150,13.770,7.074,346.139,13.777,7.074,346.150
1984.5,13.790,7.276,347.111,13.790,7.276,347.111,13.790,7.276,347.111,13.786,7.276,347.096,13.790,7.276,347.111
1985.5,13.823,7.476,348.408,13.823,7.476,348.408,13.823,7.476,348.408,13.820,7.476,348.390,13.823,7.476,348.408
1986.5,13.855,7.678,349.927,13.855,7.678,349.927,13.855,7.678,349.927,13.849,7.678,349.906,13.855,7.678,349.927
1987.5,13.884,7.846,351.598,13.884,7.846,351.598,13.884,7.846,351.598,13.879,7.846,351.575,13.884,7.846,351.598
1988.5,13.917,8.060,353.392,13.917,8.060,353.392,13.917,8.060,353.392,13.914,8.060,353.367,13.917,8.060,353.392
1989.5,13.953,8.186,355.290,13.953,8.186,355.290,13.953,8.186,355.290,13.949,8.186,355.268,13.953,8.186,355.290
1990.5,13.980,8.295,357.251,13.980,8.295,357.251,13.980,8.295,357.251,13.979,8.295,357.231,13.980,8.295,357.251
1991.5,13.977,8.498,359.232,13.977,8.498,359.232,13.977,8.498,359.232,13.975,8.498,359.215,13.977,8.498,359.232
1992.5,13.826,8.345,360.639,13.826,8.345,360.639,13.826,8.345,360.639,13.823,8.345,360.625,13.826,8.345,360.639
1993.5,13.821,8.322,361.567,13.821,8.322,361.567,13.821,8.322,361.567,13.817,8.322,361.557,13.821,8.322,361.567
1994.5,13.873,8.437,362.869,13.873,8.437,362.869,13.873,8.437,362.869,13.870,8.437,362.860,13.873,8.437,362.869
1995.5,13.917,8.550,364.485,13.917,8.550,364.485,13.917,8.550,364.485,13.914,8.550,364.478,13.917,8.550,364.485
1996.5,13.959,8.660,366.276,13.959,8.660,366.276,13.959,8.660,366.276,13.957,8.660,366.275,13.959,8.660,366.276
1997.5,13.995,8.729,368.176,13.995,8.729,368.176,13.995,8.729,368.176,13.992,8.729,368.177,13.995,8.729,368.176
1998.5,14.018,8.687,370.089,14.018,8.687,370.089,14.018,8.687,370.089,14.015,8.687,370.093,14.018,8.687,370.089
1999.5,14.042,7.510,371.837,14.042,8.602,371.924,14.042,8.602,371.924,14.039,8.602,371.927,14.042,8.602,371.924
2000.5,14.070,1.095,371.741,14.073,8.917,373.833,14.073,8.928,373.834,14.072,8.938,373.840,14.073,8.949,373.836
2001.5,14.087,0.000,370.056,14.099,8.946,375.832,14.100,9.031,375.852,14.093,9.116,375.881,14.099,9.200,375.894
2002.5,14.097,0.000,368.568,14.119,8.912,377.797,14.121,9.082,377.872,14.120,9.252,377.956,14.120,9.422,378.023
2003.5,14.103,0.000,367.266,14.140,8.877,379.709,14.140,9.133,379.874,14.135,9.388,380.047,14.139,9.644,380.199
2004.5,14.098,0.000,366.077,14.148,8.843,381.550,14.149,9.184,381.832,14.151,9.524,382.126,14.151,9.865,382.395
2005.5,14.097,0.000,364.982,14.162,8.809,383.330,14.161,9.235,383.762,14.158,9.661,384.203,14.161,10.087,384.621
2006.5,14.091,0.000,363.969,14.171,8.774,385.061,14.173,9.286,385.670,14.172,9.797,386.290,14.177,10.308,386.883
2007.5,14.090,0.000,363.029,14.184,8.740,386.760,14.187,9.336,387.572,14.186,9.933,388.397,14.188,10.530,389.192
2008.5,14.086,0.000,362.163,14.194,8.705,388.427,14.198,9.387,389.470,14.196,10.069,390.524,14.204,10.752,391.550
2009.5,14.084,0.000,361.364,14.208,8.671,390.068,14.212,9.438,391.368,14.212,10.206,392.673,14.219,10.973,393.960
2010.5,14.082,0.000,360.625,14.221,8.637,391.690,14.226,9.489,393.272,14.229,10.342,394.859,14.234,11.195,396.428
2011.5,14.089,0.000,359.960,14.244,8.602,393.327,14.250,9.540,395.212,14.251,10.478,397.103,14.263,11.416,398.980
2012.5,14.096,0.000,359.386,14.268,8.568,394.995,14.276,9.591,397.212,14.277,10.615,399.430,14.290,11.638,401.647
2013.5,14.107,0.000,358.897,14.293,8.533,396.696,14.304,9.642,399.271,14.305,10.751,401.840,14.323,11.860,404.423
2014.5,14.112,0.000,358.479,14.317,8.499,398.407,14.328,9.693,401.366,14.332,10.887,404.311,14.349,12.081,407.285
2015.5,14.119,0.000,358.096,14.335,8.464,400.111,14.349,9.744,403.472,14.354,11.023,406.819,14.379,12.303,410.208
2016.5,14.113,0.000,357.729,14.353,8.430,401.791,14.366,9.795,405.575,14.376,11.160,409.350,14.402,12.524,413.191
2017.5,14.112,0.000,357.338,14.366,8.396,403.423,14.379,9.846,407.652,14.398,11.296,411.886,14.420,12.746,416.192
2018.5,14.106,0.000,356.942,14.375,8.361,405.014,14.389,9.897,409.706,14.410,11.432,414.435,14.435,12.968,419.218
2019.5,14.101,0.000,356.545,14.384,8.327,406.565,14.401,9.948,411.746,14.426,11.568,416.993,14.454,13.189,422.282
2020.5,14.096,0.000,356.153,14.397,8.292,408.090,14.412,9.999,413.783,14.442,11.705,419.570,14.470,13.411,425.390
2021.5,14.088,0.000,355.765,14.406,8.258,409.598,14.425,10.049,415.818,14.458,11.841,422.174,14.487,13.632,428.540
2022.5,14.086,0.000,355.384,14.414,8.224,411.082,14.436,10.100,417.857,14.473,11.977,424.805,14.505,13.854,431.742
2023.5,14.083,0.000,355.013,14.426,8.189,412.551,14.452,10.151,419.904,14.493,12.113,427.470,14.527,14.076,435.001
2024.5,14.083,0.000,354.675,14.448,8.155,414.034,14.476,10.202,421.995,14.517,12.250,430.197,14.554,14.297,438.352
2025.5,14.094,0.000,354.391,14.465,8.120,415.562,14.498,10.253,424.153,14.543,12.386,433.014,14.584,14.519,441.820
2026.5,14.103,0.000,354.166,14.488,8.086,417.122,14.524,10.304,426.371,14.575,12.522,435.918,14.619,14.740,445.402
2027.5,14.111,0.000,353.980,14.511,8.052,418.707,14.549,10.355,428.635,14.605,12.658,438.894,14.650,14.962,449.084
2028.5,14.113,0.000,353.809,14.529,8.017,420.294,14.574,10.406,430.928,14.629,12.795,441.920,14.679,15.183,452.837
2029.5,14.111,0.000,353.633,14.540,7.983,421.870,14.593,10.457,433.236,14.647,12.931,444.974,14.702,15.405,456.644
2030.5,14.105,0.000,353.424,14.549,7.948,423.390,14.608,10.508,435.525,14.665,13.067,448.024,14.721,15.627,460.477
2031.5,14.098,0.000,353.185,14.557,7.914,424.869,14.619,10.559,437.801,14.678,13.204,451.081,14.739,15.848,464.341
2032.5,14.094,0.000,352.934,14.564,7.880,426.315,14.633,10.610,440.064,14.695,13.340,454.150,14.759,16.070,468.249
2033.5,14.090,0.000,352.676,14.570,7.845,427.739,14.644,10.661,442.330,14.709,13.476,457.245,14.779,16.291,472.210
2034.5,14.086,0.000,352.417,14.580,7.811,429.140,14.659,10.712,444.598,14.728,13.612,460.367,14.801,16.513,476.229
2035.5,14.081,0.000,352.156,14.589,7.776,430.530,14.672,10.762,446.874,14.745,13.749,463.528,14.822,16.735,480.309
2036.5,14.079,0.000,351.898,14.600,7.742,431.912,14.687,10.813,449.166,14.768,13.885,466.731,14.847,16.956,484.459
2037.5,14.082,0.000,351.671,14.620,7.708,433.316,14.709,10.864,451.502,14.795,14.021,470.014,14.880,17.178,488.711
2038.5,14.091,0.000,351.495,14.640,7.673,434.764,14.733,10.915,453.904,14.823,14.157,473.389,14.914,17.399,493.087
2039.5,14.097,0.000,351.363,14.663,7.639,436.250,14.762,10.966,456.366,14.857,14.294,476.856,14.950,17.621,497.584
2040.5,14.106,0.000,351.263,14.681,7.604,437.764,14.790,11.017,458.879,14.887,14.430,480.400,14.986,17.843,502.188
2041.5,14.111,0.000,351.171,14.697,7.570,439.274,14.812,11.068,461.420,14.916,14.566,483.995,15.020,18.064,506.875
2042.5,14.109,0.000,351.070,14.706,7.536,440.758,14.829,11.119,463.966,14.938,14.702,487.623,15.049,18.286,511.630
2043.5,14.103,0.000,350.926,14.711,7.501,442.186,14.844,11.170,466.483,14.959,14.839,491.254,15.071,18.507,516.418
2044.5,14.095,0.000,350.753,14.718,7.467,443.565,14.855,11.221,468.979,14.975,14.975,494.895,15.095,18.729,521.248
2045.5,14.091,0.000,350.555,14.726,7.432,444.906,14.868,11.272,471.455,14.995,15.111,498.547,15.120,18.951,526.133
2046.5,14.085,0.000,350.342,14.735,7.398,446.220,14.879,11.323,473.927,15.013,15.247,502.231,15.144,19.172,531.080
2047.5,14.080,0.000,350.120,14.741,7.364,447.521,14.894,11.374,476.401,15.033,15.384,505.945,15.169,19.394,536.093
2048.5,14.076,0.000,349.894,14.751,7.329,448.810,14.906,11.425,478.891,15.053,15.520,509.700,15.197,19.615,541.184
2049.5,14.076,0.000,349.672,14.762,7.295,450.098,14.924,11.475,481.403,15.077,15.656,513.508,15.226,19.837,546.361
2050.5,14.077,0.000,349.479,14.778,7.260,451.406,14.946,11.526,483.965,15.104,15.793,517.397,15.258,20.059,551.652
2051.5,14.086,0.000,349.331,14.798,7.226,452.758,14.973,11.577,486.598,15.138,15.929,521.388,15.297,20.280,557.079
2052.5,14.097,0.000,349.229,14.822,7.192,454.150,15.001,11.628,489.297,15.173,16.065,525.486,15.336,20.502,562.653
2053.5,14.103,0.000,349.158,14.840,7.157,455.575,15.027,11.679,492.048,15.206,16.201,529.672,15.373,20.723,568.344
2054.5,14.108,0.000,349.093,14.858,7.123,457.003,15.052,11.730,494.835,15.237,16.338,533.924,15.408,20.945,574.132
2055.5,14.106,0.000,349.018,14.871,7.088,458.419,15.069,11.781,497.635,15.261,16.474,538.218,15.438,21.167,579.999
2056.5,14.098,0.000,348.902,14.881,7.054,459.792,15.082,11.832,500.412,15.279,16.610,542.519,15.464,21.388,585.909
2057.5,14.093,0.000,348.752,14.886,7.020,461.121,15.096,11.883,503.170,15.298,16.746,546.835,15.492,21.610,591.874
2058.5,14.088,0.000,348.581,14.893,6.985,462.405,15.108,11.934,505.925,15.317,16.883,551.166,15.520,21.831,597.901
2059.5,14.082,0.000,348.399,14.899,6.951,463.670,15.122,11.985,508.679,15.336,17.019,555.525,15.546,22.053,604.007
2060.5,14.078,0.000,348.208,14.906,6.916,464.917,15.137,12.036,511.443,15.360,17.155,559.924,15.575,22.275,610.195
2061.5,14.073,0.000,348.014,14.911,6.882,466.146,15.154,12.087,514.219,15.379,17.291,564.375,15.601,22.496,616.465
2062.5,14.071,0.000,347.824,14.924,6.847,467.364,15.169,12.138,517.017,15.404,17.428,568.885,15.633,22.718,622.832
2063.5,14.075,0.000,347.663,14.935,6.813,468.597,15.192,12.189,519.862,15.434,17.564,573.476,15.671,22.939,629.321
2064.5,14.084,0.000,347.546,14.955,6.779,469.868,15.220,12.239,522.781,15.470,17.700,578.180,15.712,23.161,635.955
2065.5,14.092,0.000,347.471,14.976,6.744,471.182,15.249,12.290,525.769,15.507,17.836,582.997,15.755,23.383,642.739
2066.5,14.103,0.000,347.428,14.993,6.710,472.532,15.273,12.341,528.815,15.542,17.973,587.915,15.797,23.604,649.666
2067.5,14.109,0.000,347.399,15.008,6.675,473.883,15.298,12.392,531.886,15.572,18.109,592.897,15.836,23.826,656.700
2068.5,14.106,0.000,347.359,15.015,6.641,475.214,15.314,12.443,534.969,15.600,18.245,597.925,15.869,24.047,663.825
2069.5,14.101,0.000,347.274,15.023,6.607,476.480,15.330,12.494,538.020,15.621,18.381,602.959,15.898,24.269,671.004
2070.5,14.097,0.000,347.157,15.025,6.572,477.701,15.343,12.545,541.056,15.642,18.518,608.010,15.927,24.491,678.251
2071.5,14.092,0.000,347.017,15.031,6.538,478.884,15.358,12.596,544.081,15.666,18.654,613.088,15.955,24.712,685.570
2072.5,14.085,0.000,346.864,15.036,6.503,480.048,15.371,12.647,547.110,15.688,18.790,618.209,15.986,24.934,692.981
2073.5,14.079,0.000,346.701,15.043,6.469,481.196,15.388,12.698,550.149,15.709,18.927,623.374,16.015,25.155,700.492
2074.5,14.078,0.000,346.532,15.047,6.435,482.330,15.401,12.749,553.203,15.733,19.063,628.593,16.046,25.377,708.101
2075.5,14.075,0.000,346.371,15.055,6.400,483.453,15.421,12.800,556.280,15.760,19.199,633.868,16.079,25.598,715.817
2076.5,14.079,0.000,346.230,15.068,6.366,484.596,15.443,12.851,559.409,15.791,19.335,639.238,16.120,25.820,723.680
2077.5,14.086,0.000,346.131,15.088,6.331,485.780,15.471,12.902,562.610,15.828,19.472,644.729,16.164,26.042,731.716
2078.5,14.099,0.000,346.078,15.107,6.297,487.010,15.499,12.952,565.892,15.866,19.608,650.345,16.211,26.263,739.927
2079.5,14.103,0.000,346.061,15.125,6.263,488.267,15.526,13.003,569.233,15.901,19.744,656.065,16.252,26.485,748.301
2080.5,14.109,0.000,346.043,15.140,6.228,489.522,15.552,13.054,572.606,15.936,19.880,661.863,16.292,26.706,756.800
2081.5,14.106,0.000,346.013,15.149,6.194,490.759,15.567,13.105,575.991,15.963,20.017,667.721,16.328,26.928,765.404
2082.5,14.102,0.000,345.935,15.153,6.159,491.943,15.582,13.156,579.345,15.988,20.153,673.595,16.359,27.150,774.077
2083.5,14.097,0.000,345.827,15.156,6.125,493.076,15.595,13.207,582.681,16.011,20.289,679.494,16.391,27.371,782.822
2084.5,14.091,0.000,345.694,15.161,6.091,494.179,15.609,13.258,586.015,16.035,20.425,685.431,16.423,27.593,791.649
2085.5,14.086,0.000,345.553,15.166,6.056,495.257,15.626,13.309,589.353,16.059,20.562,691.415,16.456,27.814,800.576
2086.5,14.080,0.000,345.403,15.171,6.022,496.319,15.641,13.360,592.706,16.084,20.698,697.448,16.490,28.036,809.606
2087.5,14.077,0.000,345.248,15.175,5.987,497.360,15.657,13.411,596.072,16.110,20.834,703.541,16.522,28.258,818.747
2088.5,14.076,0.000,345.092,15.184,5.953,498.393,15.674,13.462,599.458,16.138,20.970,709.705,16.560,28.479,828.007
2089.5,14.078,0.000,344.960,15.198,5.919,499.442,15.697,13.513,602.897,16.172,21.107,715.971,16.602,28.701,837.415
2090.5,14.087,0.000,344.870,15.215,5.884,500.540,15.726,13.564,606.418,16.212,21.243,722.366,16.648,28.922,847.006
2091.5,14.097,0.000,344.831,15.234,5.850,501.685,15.756,13.615,610.018,16.251,21.379,728.896,16.694,29.144,856.786
2092.5,14.105,0.000,344.818,15.250,5.815,502.856,15.784,13.665,613.689,16.288,21.516,735.548,16.738,29.366,866.731
2093.5,14.110,0.000,344.813,15.265,5.781,504.024,15.809,13.716,617.403,16.325,21.652,742.286,16.782,29.587,876.808
2094.5,14.109,0.000,344.793,15.274,5.747,505.172,15.830,13.767,621.135,16.354,21.788,749.087,16.819,29.809,886.993
2095.5,14.108,0.000,344.732,15.277,5.712,506.258,15.848,13.818,624.842,16.380,21.924,755.907,16.852,30.030,897.242
2096.5,14.103,0.000,344.647,15.279,5.678,507.297,15.866,13.869,628.539,16.405,22.061,762.761,16.886,30.252,907.567
2097.5,14.099,0.000,344.542,15.284,5.643,508.294,15.880,13.920,632.231,16.431,22.197,769.651,16.918,30.474,917.983
2098.5,14.093,0.000,344.423,15.284,5.609,509.269,15.900,13.971,635.929,16.458,22.333,776.597,16.952,30.695,928.504
2099.5,14.090,0.000,344.290,15.289,5.575,510.215,15.917,14.022,639.647,16.485,22.469,783.600,16.985,30.917,939.136
2100.5,14.086,0.000,344.153,15.292,5.541,511.142,15.937,14.058,643.384,16.511,22.575,790.670,17.020,31.092,949.871
2101.5,14.084,0.000,344.011,15.302,5.512,512.061,15.957,14.003,647.118,16.542,22.494,797.748,17.058,30.985,960.644
2102.5,14.089,0.000,343.894,15.314,5.485,513.010,15.984,13.933,650.860,16.577,22.381,804.825,17.101,30.830,971.412
2103.5,14.099,0.000,343.827,15.333,5.457,514.008,16.014,13.863,654.635,16.614,22.268,811.930,17.146,30.674,982.216
2104.5,14.106,0.000,343.802,15.353,5.429,515.061,16.047,13.792,658.450,16.655,22.155,819.062,17.194,30.518,993.048
2105.5,14.112,0.000,343.800,15.372,5.402,516.148,16.075,13.722,662.290,16.693,22.042,826.205,17.239,30.362,1003.897
2106.5,14.120,0.000,343.796,15.384,5.374,517.239,16.103,13.652,666.123,16.729,21.929,833.334,17.283,30.207,1014.729
2107.5,14.120,0.000,343.789,15.394,5.346,518.313,16.124,13.581,669.930,16.758,21.816,840.413,17.320,30.051,1025.516
2108.5,14.114,0.000,343.740,15.397,5.318,519.335,16.140,13.511,673.667,16.782,21.703,847.405,17.352,29.895,1036.213
2109.5,14.105,0.000,343.654,15.404,5.291,520.313,16.155,13.440,677.334,16.805,21.590,854.324,17.381,29.740,1046.830
2110.5,14.099,0.000,343.539,15.407,5.263,521.261,16.172,13.370,680.946,16.830,21.477,861.177,17.413,29.584,1057.369
2111.5,14.094,0.000,343.409,15.413,5.235,522.181,16.189,13.300,684.520,16.854,21.364,867.979,17.442,29.428,1067.848
2112.5,14.091,0.000,343.272,15.418,5.208,523.080,16.204,13.229,688.060,16.879,21.251,874.736,17.474,29.273,1078.269
2113.5,14.085,0.000,343.129,15.424,5.180,523.962,16.221,13.159,691.565,16.903,21.138,881.452,17.506,29.117,1088.640
2114.5,14.082,0.000,342.983,15.431,5.152,524.838,16.238,13.089,695.045,16.927,21.025,888.139,17.542,28.961,1098.975
2115.5,14.088,0.000,342.862,15.447,5.125,525.736,16.261,13.018,698.530,16.960,20.912,894.832,17.583,28.805,1109.317
2116.5,14.094,0.000,342.787,15.463,5.097,526.684,16.287,12.948,702.048,16.995,20.799,901.558,17.627,28.650,1119.696
2117.5,14.103,0.000,342.752,15.483,5.069,527.672,16.316,12.877,705.604,17.032,20.686,908.323,17.673,28.494,1130.120
2118.5,14.113,0.000,342.747,15.499,5.041,528.696,16.341,12.807,709.183,17.065,20.573,915.112,17.716,28.338,1140.565
2119.5,14.118,0.000,342.753,15.513,5.014,529.714,16.365,12.737,712.753,17.097,20.460,921.886,17.756,28.183,1151.001
2120.5,14.115,0.000,342.746,15.521,4.986,530.713,16.378,12.666,716.294,17.122,20.347,928.621,17.791,28.027,1161.398
2121.5,14.111,0.000,342.697,15.524,4.958,531.652,16.392,12.596,719.757,17.142,20.234,935.274,17.822,27.871,1171.707
2122.5,14.105,0.000,342.616,15.529,4.931,532.548,16.404,12.526,723.159,17.162,20.121,941.851,17.852,27.716,1181.927
2123.5,14.101,0.000,342.510,15.532,4.903,533.405,16.415,12.455,726.503,17.184,20.008,948.360,17.882,27.560,1192.066
2124.5,14.096,0.000,342.394,15.536,4.875,534.238,16.426,12.385,729.802,17.206,19.895,954.821,17.910,27.404,1202.142
2125.5,14.094,0.000,342.266,15.539,4.848,535.049,16.439,12.315,733.067,17.228,19.782,961.244,17.942,27.248,1212.155
2126.5,14.087,0.000,342.133,15.544,4.820,535.845,16.452,12.244,736.309,17.250,19.668,967.634,17.971,27.093,1222.109
2127.5,14.088,0.000,342.001,15.550,4.792,536.633,16.472,12.174,739.537,17.276,19.555,973.995,18.003,26.937,1232.022
2128.5,14.091,0.000,341.898,15.563,4.764,537.443,16.493,12.103,742.792,17.307,19.442,980.371,18.042,26.781,1241.928
2129.5,14.098,0.000,341.837,15.579,4.737,538.298,16.520,12.033,746.093,17.342,19.329,986.790,18.082,26.626,1251.854
2130.5,14.109,0.000,341.813,15.596,4.709,539.204,16.547,11.963,749.434,17.379,19.216,993.252,18.125,26.470,1261.807
2131.5,14.116,0.000,341.820,15.612,4.681,540.136,16.571,11.892,752.805,17.412,19.103,999.741,18.164,26.314,1271.764
2132.5,14.121,0.000,341.830,15.625,4.654,541.071,16.595,11.822,756.177,17.443,18.990,1006.221,18.202,26.159,1281.690
2133.5,14.122,0.000,341.830,15.631,4.626,541.984,16.614,11.752,759.525,17.468,18.877,1012.662,18.234,26.003,1291.556
2134.5,14.118,0.000,341.793,15.634,4.598,542.844,16.626,11.681,762.797,17.490,18.764,1019.013,18.260,25.847,1301.312
2135.5,14.113,0.000,341.728,15.636,4.571,543.657,16.637,11.611,766.005,17.512,18.651,1025.294,18.287,25.691,1310.967
2136.5,14.108,0.000,341.634,15.636,4.543,544.429,16.647,11.541,769.152,17.532,18.538,1031.507,18.313,25.536,1320.533
2137.5,14.102,0.000,341.527,15.638,4.515,545.172,16.659,11.470,772.252,17.552,18.425,1037.664,18.340,25.380,1330.023
2138.5,14.097,0.000,341.404,15.642,4.488,545.897,16.670,11.400,775.313,17.572,18.312,1043.773,18.368,25.224,1339.444
2139.5,14.095,0.000,341.277,15.644,4.460,546.602,16.682,11.329,778.337,17.592,18.199,1049.835,18.395,25.069,1348.801
2140.5,14.093,0.000,341.155,15.651,4.432,547.304,16.696,11.259,781.336,17.616,18.086,1055.862,18.425,24.913,1358.101
2141.5,14.094,0.000,341.055,15.659,4.404,548.026,16.716,11.189,784.345,17.645,17.973,1061.890,18.459,24.757,1367.384
2142.5,14.101,0.000,340.988,15.675,4.377,548.797,16.740,11.118,787.394,17.678,17.860,1067.960,18.499,24.602,1376.689
2143.5,14.114,0.000,340.965,15.692,4.349,549.611,16.768,11.048,790.487,17.712,17.747,1074.070,18.539,24.446,1386.019
2144.5,14.119,0.000,340.976,15.705,4.321,550.463,16.790,10.978,793.609,17.743,17.634,1080.213,18.576,24.290,1395.356
2145.5,14.125,0.000,340.991,15.717,4.294,551.310,16.812,10.907,796.731,17.773,17.521,1086.341,18.612,24.134,1404.664
